tool,size,metric,run,value,unit,timestamp
webpack,m-500,M1,1,6992,ms,2026-09-12T06:55:42Z
webpack,m-500,M1,2,5927,ms,2026-09-12T06:55:42Z
webpack,m-500,M1,3,4403,ms,2026-09-12T06:55:42Z
webpack,m-500,M1,4,4623,ms,2026-09-12T06:55:42Z
webpack,m-500,M1,5,4595,ms,2026-09-12T06:55:42Z
webpack,m-500,M1,6,4516,ms,2026-09-12T06:55:42Z
webpack,m-500,M1,7,4530,ms,2026-09-12T06:55:42Z
webpack,m-500,M1,8,4371,ms,2026-09-12T06:55:42Z
webpack,m-500,M1,9,4375,ms,2026-09-12T06:55:42Z
webpack,m-500,M1,10,4320,ms,2026-09-12T06:55:42Z
webpack,m-500,M1,11,4389,ms,2026-09-12T06:55:42Z
webpack,m-500,M1,12,4397,ms,2026-09-12T06:55:42Z
webpack,m-500,M1,13,4539,ms,2026-09-12T06:55:42Z
webpack,m-500,M1,14,4380,ms,2026-09-12T06:55:42Z
webpack,m-500,M1,15,4350,ms,2026-09-12T06:55:42Z
webpack,m-500,M1,16,4491,ms,2026-09-12T06:55:42Z
webpack,m-500,M1,17,4717,ms,2026-09-12T06:55:42Z
webpack,m-500,M1,18,4634,ms,2026-09-12T06:55:42Z
webpack,m-500,M1,19,4550,ms,2026-09-12T06:55:42Z
webpack,m-500,M1,20,4510,ms,2026-09-12T06:55:42Z
