tool,size,metric,run,value,unit,timestamp
rollup,m-500,M10,1,1050.64,MiB,2026-09-15T08:34:47Z
rollup,m-500,M10,2,1114.67,MiB,2026-09-15T08:34:47Z
rollup,m-500,M10,3,1116.77,MiB,2026-09-15T08:34:47Z
rollup,m-500,M10,4,1073.09,MiB,2026-09-15T08:34:47Z
rollup,m-500,M10,5,1073.33,MiB,2026-09-15T08:34:47Z
rollup,m-500,M10,6,1116.06,MiB,2026-09-15T08:34:47Z
rollup,m-500,M10,7,1038.11,MiB,2026-09-15T08:34:47Z
rollup,m-500,M10,8,1048.41,MiB,2026-09-15T08:34:47Z
rollup,m-500,M10,9,989.14,MiB,2026-09-15T08:34:47Z
rollup,m-500,M10,10,990.59,MiB,2026-09-15T08:34:47Z
