tool,size,metric,run,value,unit,timestamp
webpack,xl-5000,M10,1,5487.69,MiB,2026-09-15T08:34:47Z
webpack,xl-5000,M10,2,6466.75,MiB,2026-09-15T08:34:47Z
webpack,xl-5000,M10,3,6237.44,MiB,2026-09-15T08:34:47Z
webpack,xl-5000,M10,4,6778.09,MiB,2026-09-15T08:34:47Z
webpack,xl-5000,M10,5,6518.11,MiB,2026-09-15T08:34:47Z
webpack,xl-5000,M10,6,6984.89,MiB,2026-09-15T08:34:47Z
webpack,xl-5000,M10,7,6293.41,MiB,2026-09-15T08:34:47Z
webpack,xl-5000,M10,8,6618.33,MiB,2026-09-15T08:34:47Z
webpack,xl-5000,M10,9,6506.28,MiB,2026-09-15T08:34:47Z
webpack,xl-5000,M10,10,7182.27,MiB,2026-09-15T08:34:47Z
