tool,size,metric,run,value,unit,timestamp
rollup,m-500,M2,1,15000,ms,2026-09-15T08:34:47Z
rollup,m-500,M2,2,7680,ms,2026-09-15T08:34:47Z
rollup,m-500,M2,3,7130,ms,2026-09-15T08:34:47Z
rollup,m-500,M2,4,7840,ms,2026-09-15T08:34:47Z
rollup,m-500,M2,5,7450,ms,2026-09-15T08:34:47Z
rollup,m-500,M2,6,7430,ms,2026-09-15T08:34:47Z
rollup,m-500,M2,7,7310,ms,2026-09-15T08:34:47Z
rollup,m-500,M2,8,7380,ms,2026-09-15T08:34:47Z
rollup,m-500,M2,9,7410,ms,2026-09-15T08:34:47Z
rollup,m-500,M2,10,7640,ms,2026-09-15T08:34:47Z
