tool,size,metric,run,value,unit,timestamp
rspack,xs-50,M1,1,1121,ms,2026-09-14T07:16:45Z
rspack,xs-50,M1,2,1297,ms,2026-09-14T07:16:45Z
rspack,xs-50,M1,3,1231,ms,2026-09-14T07:16:45Z
rspack,xs-50,M1,4,1242,ms,2026-09-14T07:16:45Z
rspack,xs-50,M1,5,1344,ms,2026-09-14T07:16:45Z
rspack,xs-50,M1,6,1250,ms,2026-09-14T07:16:45Z
rspack,xs-50,M1,7,1150,ms,2026-09-14T07:16:45Z
rspack,xs-50,M1,8,1111,ms,2026-09-14T07:16:45Z
rspack,xs-50,M1,9,1220,ms,2026-09-14T07:16:45Z
rspack,xs-50,M1,10,1113,ms,2026-09-14T07:16:45Z
rspack,xs-50,M1,11,1107,ms,2026-09-14T07:16:45Z
rspack,xs-50,M1,12,1235,ms,2026-09-14T07:16:45Z
rspack,xs-50,M1,13,1139,ms,2026-09-14T07:16:45Z
rspack,xs-50,M1,14,1113,ms,2026-09-14T07:16:45Z
rspack,xs-50,M1,15,1106,ms,2026-09-14T07:16:45Z
rspack,xs-50,M1,16,1124,ms,2026-09-14T07:16:45Z
rspack,xs-50,M1,17,1113,ms,2026-09-14T07:16:45Z
rspack,xs-50,M1,18,1107,ms,2026-09-14T07:16:45Z
rspack,xs-50,M1,19,1263,ms,2026-09-14T07:16:45Z
rspack,xs-50,M1,20,1236,ms,2026-09-14T07:16:45Z
