tool,size,metric,run,value,unit,timestamp
esbuild,m-500,M10,1,117.47,MiB,2026-09-15T08:34:47Z
esbuild,m-500,M10,2,118.44,MiB,2026-09-15T08:34:47Z
esbuild,m-500,M10,3,126.56,MiB,2026-09-15T08:34:47Z
esbuild,m-500,M10,4,123.69,MiB,2026-09-15T08:34:47Z
esbuild,m-500,M10,5,123.92,MiB,2026-09-15T08:34:47Z
esbuild,m-500,M10,6,310.34,MiB,2026-09-15T08:34:47Z
esbuild,m-500,M10,7,122.84,MiB,2026-09-15T08:34:47Z
esbuild,m-500,M10,8,126.94,MiB,2026-09-15T08:34:47Z
esbuild,m-500,M10,9,124.84,MiB,2026-09-15T08:34:47Z
esbuild,m-500,M10,10,124.69,MiB,2026-09-15T08:34:47Z
