tool,size,metric,run,value,unit,timestamp
rspack,s-200,M2,1,2860,ms,2026-09-15T08:34:47Z
rspack,s-200,M2,2,1380,ms,2026-09-15T08:34:47Z
rspack,s-200,M2,3,1220,ms,2026-09-15T08:34:47Z
rspack,s-200,M2,4,1300,ms,2026-09-15T08:34:47Z
rspack,s-200,M2,5,1170,ms,2026-09-15T08:34:47Z
rspack,s-200,M2,6,8800,ms,2026-09-15T08:34:47Z
rspack,s-200,M2,7,1380,ms,2026-09-15T08:34:47Z
rspack,s-200,M2,8,1190,ms,2026-09-15T08:34:47Z
rspack,s-200,M2,9,1190,ms,2026-09-15T08:34:47Z
rspack,s-200,M2,10,1180,ms,2026-09-15T08:34:47Z
