tool,size,metric,run,value,unit,timestamp
rspack,xs-50,M11,1,1.15,seconds,2026-09-15T08:34:47Z
rspack,xs-50,M11,2,1.32,seconds,2026-09-15T08:34:47Z
rspack,xs-50,M11,3,1.01,seconds,2026-09-15T08:34:47Z
rspack,xs-50,M11,4,1.02,seconds,2026-09-15T08:34:47Z
rspack,xs-50,M11,5,1,seconds,2026-09-15T08:34:47Z
rspack,xs-50,M11,6,1.05,seconds,2026-09-15T08:34:47Z
rspack,xs-50,M11,7,1.03,seconds,2026-09-15T08:34:47Z
rspack,xs-50,M11,8,1.01,seconds,2026-09-15T08:34:47Z
rspack,xs-50,M11,9,1.05,seconds,2026-09-15T08:34:47Z
rspack,xs-50,M11,10,1.03,seconds,2026-09-15T08:34:47Z
