tool,size,metric,run,value,unit,timestamp
rspack,xl-5000,M1,1,17472,ms,2026-09-14T07:20:02Z
rspack,xl-5000,M1,2,7721,ms,2026-09-14T07:20:02Z
rspack,xl-5000,M1,3,7612,ms,2026-09-14T07:20:02Z
rspack,xl-5000,M1,4,7637,ms,2026-09-14T07:20:02Z
rspack,xl-5000,M1,5,7662,ms,2026-09-14T07:20:02Z
rspack,xl-5000,M1,6,7672,ms,2026-09-14T07:20:02Z
rspack,xl-5000,M1,7,7493,ms,2026-09-14T07:20:02Z
rspack,xl-5000,M1,8,7468,ms,2026-09-14T07:20:02Z
rspack,xl-5000,M1,9,7490,ms,2026-09-14T07:20:02Z
rspack,xl-5000,M1,10,7507,ms,2026-09-14T07:20:02Z
rspack,xl-5000,M1,11,7470,ms,2026-09-14T07:20:02Z
rspack,xl-5000,M1,12,7476,ms,2026-09-14T07:20:02Z
rspack,xl-5000,M1,13,7590,ms,2026-09-14T07:20:02Z
rspack,xl-5000,M1,14,7764,ms,2026-09-14T07:20:02Z
rspack,xl-5000,M1,15,7730,ms,2026-09-14T07:20:02Z
rspack,xl-5000,M1,16,7539,ms,2026-09-14T07:20:02Z
rspack,xl-5000,M1,17,7598,ms,2026-09-14T07:20:02Z
rspack,xl-5000,M1,18,7638,ms,2026-09-14T07:20:02Z
rspack,xl-5000,M1,19,7742,ms,2026-09-14T07:20:02Z
rspack,xl-5000,M1,20,7594,ms,2026-09-14T07:20:02Z
