tool,size,metric,run,value,unit,timestamp
rspack,m-500,M10,1,504.61,MiB,2026-09-15T08:34:47Z
rspack,m-500,M10,2,511.05,MiB,2026-09-15T08:34:47Z
rspack,m-500,M10,3,507.06,MiB,2026-09-15T08:34:47Z
rspack,m-500,M10,4,511.81,MiB,2026-09-15T08:34:47Z
rspack,m-500,M10,5,502.44,MiB,2026-09-15T08:34:47Z
rspack,m-500,M10,6,507,MiB,2026-09-15T08:34:47Z
rspack,m-500,M10,7,507.98,MiB,2026-09-15T08:34:47Z
rspack,m-500,M10,8,505.98,MiB,2026-09-15T08:34:47Z
rspack,m-500,M10,9,501.61,MiB,2026-09-15T08:34:47Z
rspack,m-500,M10,10,509.47,MiB,2026-09-15T08:34:47Z
