tool,size,metric,run,value,unit,timestamp
esbuild,xs-50,M11,1,0.87,seconds,2026-09-15T08:34:47Z
esbuild,xs-50,M11,2,0.92,seconds,2026-09-15T08:34:47Z
esbuild,xs-50,M11,3,0.78,seconds,2026-09-15T08:34:47Z
esbuild,xs-50,M11,4,0.78,seconds,2026-09-15T08:34:47Z
esbuild,xs-50,M11,5,0.8,seconds,2026-09-15T08:34:47Z
esbuild,xs-50,M11,6,0.8,seconds,2026-09-15T08:34:47Z
esbuild,xs-50,M11,7,0.81,seconds,2026-09-15T08:34:47Z
esbuild,xs-50,M11,8,0.84,seconds,2026-09-15T08:34:47Z
esbuild,xs-50,M11,9,0.79,seconds,2026-09-15T08:34:47Z
esbuild,xs-50,M11,10,0.77,seconds,2026-09-15T08:34:47Z
