tool,size,metric,run,value,unit,timestamp
webpack,bp-react,M11,1,15.70,seconds,2026-09-13T23:57:41Z
webpack,bp-react,M11,2,15.30,seconds,2026-09-13T23:57:41Z
webpack,bp-react,M11,3,14.58,seconds,2026-09-13T23:57:41Z
webpack,bp-react,M11,4,15.72,seconds,2026-09-13T23:57:41Z
webpack,bp-react,M11,5,15.04,seconds,2026-09-13T23:57:41Z
webpack,bp-react,M11,6,14.60,seconds,2026-09-13T23:57:41Z
webpack,bp-react,M11,7,14.94,seconds,2026-09-13T23:57:41Z
webpack,bp-react,M11,8,16.22,seconds,2026-09-13T23:57:41Z
webpack,bp-react,M11,9,15.64,seconds,2026-09-13T23:57:41Z
webpack,bp-react,M11,10,14.64,seconds,2026-09-13T23:57:41Z
