tool,size,metric,run,value,unit,timestamp
rollup,bp-react,M11,1,9.88,seconds,2026-09-13T23:57:41Z
rollup,bp-react,M11,2,10.04,seconds,2026-09-13T23:57:41Z
rollup,bp-react,M11,3,10.32,seconds,2026-09-13T23:57:41Z
rollup,bp-react,M11,4,10.18,seconds,2026-09-13T23:57:41Z
rollup,bp-react,M11,5,10.08,seconds,2026-09-13T23:57:41Z
rollup,bp-react,M11,6,10.38,seconds,2026-09-13T23:57:41Z
rollup,bp-react,M11,7,10.20,seconds,2026-09-13T23:57:41Z
rollup,bp-react,M11,8,10.04,seconds,2026-09-13T23:57:41Z
rollup,bp-react,M11,9,10.28,seconds,2026-09-13T23:57:41Z
rollup,bp-react,M11,10,10.28,seconds,2026-09-13T23:57:41Z
