tool,size,metric,run,value,unit,timestamp
rspack,bp-react,M11,1,4.64,seconds,2026-09-13T23:41:54Z
rspack,bp-react,M11,2,3.90,seconds,2026-09-13T23:41:54Z
rspack,bp-react,M11,3,4.38,seconds,2026-09-13T23:41:54Z
rspack,bp-react,M11,4,4.44,seconds,2026-09-13T23:41:54Z
rspack,bp-react,M11,5,4.38,seconds,2026-09-13T23:41:54Z
rspack,bp-react,M11,6,3.98,seconds,2026-09-13T23:41:54Z
rspack,bp-react,M11,7,4.00,seconds,2026-09-13T23:41:54Z
rspack,bp-react,M11,8,4.02,seconds,2026-09-13T23:41:54Z
rspack,bp-react,M11,9,4.04,seconds,2026-09-13T23:41:54Z
rspack,bp-react,M11,10,4.42,seconds,2026-09-13T23:41:54Z
