tool,size,metric,run,value,unit,timestamp
vite,bp-react,M4,1,212,ms,2026-09-13T23:41:54Z
vite,bp-react,M4,2,302,ms,2026-09-13T23:41:54Z
vite,bp-react,M4,3,99,ms,2026-09-13T23:41:54Z
vite,bp-react,M4,4,216,ms,2026-09-13T23:41:54Z
vite,bp-react,M4,5,216,ms,2026-09-13T23:41:54Z
vite,bp-react,M4,6,204,ms,2026-09-13T23:41:54Z
vite,bp-react,M4,7,172,ms,2026-09-13T23:41:54Z
vite,bp-react,M4,8,212,ms,2026-09-13T23:41:54Z
vite,bp-react,M4,9,179,ms,2026-09-13T23:41:54Z
vite,bp-react,M4,10,127,ms,2026-09-13T23:41:54Z
vite,bp-react,M4,11,91,ms,2026-09-13T23:41:54Z
vite,bp-react,M4,12,110,ms,2026-09-13T23:41:54Z
vite,bp-react,M4,13,204,ms,2026-09-13T23:41:54Z
vite,bp-react,M4,14,114,ms,2026-09-13T23:41:54Z
vite,bp-react,M4,15,94,ms,2026-09-13T23:41:54Z
vite,bp-react,M4,16,203,ms,2026-09-13T23:41:54Z
vite,bp-react,M4,17,105,ms,2026-09-13T23:41:54Z
vite,bp-react,M4,18,204,ms,2026-09-13T23:41:54Z
vite,bp-react,M4,19,209,ms,2026-09-13T23:41:54Z
vite,bp-react,M4,20,205,ms,2026-09-13T23:41:54Z
