tool,size,metric,run,value,unit,timestamp
esbuild,bp-react,M10,1,61,MB,2026-09-13T23:48:02Z
esbuild,bp-react,M10,2,61,MB,2026-09-13T23:48:02Z
esbuild,bp-react,M10,3,63,MB,2026-09-13T23:48:02Z
esbuild,bp-react,M10,4,63,MB,2026-09-13T23:48:02Z
esbuild,bp-react,M10,5,62,MB,2026-09-13T23:48:02Z
esbuild,bp-react,M10,6,61,MB,2026-09-13T23:48:02Z
esbuild,bp-react,M10,7,61,MB,2026-09-13T23:48:02Z
esbuild,bp-react,M10,8,62,MB,2026-09-13T23:48:02Z
esbuild,bp-react,M10,9,62,MB,2026-09-13T23:48:02Z
esbuild,bp-react,M10,10,63,MB,2026-09-13T23:48:02Z
