tool,size,metric,run,value,unit,timestamp
rollup,bp-react,M10,1,639,MB,2026-09-13T23:57:41Z
rollup,bp-react,M10,2,621,MB,2026-09-13T23:57:41Z
rollup,bp-react,M10,3,643,MB,2026-09-13T23:57:41Z
rollup,bp-react,M10,4,639,MB,2026-09-13T23:57:41Z
rollup,bp-react,M10,5,633,MB,2026-09-13T23:57:41Z
rollup,bp-react,M10,6,637,MB,2026-09-13T23:57:41Z
rollup,bp-react,M10,7,640,MB,2026-09-13T23:57:41Z
rollup,bp-react,M10,8,639,MB,2026-09-13T23:57:41Z
rollup,bp-react,M10,9,645,MB,2026-09-13T23:57:41Z
rollup,bp-react,M10,10,643,MB,2026-09-13T23:57:41Z
