tool,size,metric,run,value,unit,timestamp
esbuild,bp-react,M11,1,1.74,seconds,2026-09-13T23:48:02Z
esbuild,bp-react,M11,2,1.44,seconds,2026-09-13T23:48:02Z
esbuild,bp-react,M11,3,1.46,seconds,2026-09-13T23:48:02Z
esbuild,bp-react,M11,4,1.42,seconds,2026-09-13T23:48:02Z
esbuild,bp-react,M11,5,1.90,seconds,2026-09-13T23:48:02Z
esbuild,bp-react,M11,6,1.50,seconds,2026-09-13T23:48:02Z
esbuild,bp-react,M11,7,1.48,seconds,2026-09-13T23:48:02Z
esbuild,bp-react,M11,8,1.42,seconds,2026-09-13T23:48:02Z
esbuild,bp-react,M11,9,1.36,seconds,2026-09-13T23:48:02Z
esbuild,bp-react,M11,10,1.54,seconds,2026-09-13T23:48:02Z
