tool,size,metric,run,value,unit,timestamp
vite,m-500,M10,1,551.0,MB,2026-09-11T21:05:57Z
vite,m-500,M10,2,557.2,MB,2026-09-11T21:05:57Z
vite,m-500,M10,3,550.9,MB,2026-09-11T21:05:57Z
vite,m-500,M10,4,559.1,MB,2026-09-11T21:05:57Z
vite,m-500,M10,5,544.1,MB,2026-09-11T21:05:57Z
vite,m-500,M10,6,550.7,MB,2026-09-11T21:05:57Z
vite,m-500,M10,7,555.9,MB,2026-09-11T21:05:57Z
vite,m-500,M10,8,551.8,MB,2026-09-11T21:05:57Z
vite,m-500,M10,9,549.5,MB,2026-09-11T21:05:57Z
vite,m-500,M10,10,556.3,MB,2026-09-11T21:05:57Z
