tool,size,metric,run,value,unit,timestamp
rollup,xl-5000,M10,1,3150.1,MB,2026-09-12T12:23:26Z
rollup,xl-5000,M10,2,3248.2,MB,2026-09-12T12:23:26Z
rollup,xl-5000,M10,3,2988.9,MB,2026-09-12T12:23:26Z
rollup,xl-5000,M10,4,3072.7,MB,2026-09-12T12:23:26Z
rollup,xl-5000,M10,5,3044.1,MB,2026-09-12T12:23:26Z
rollup,xl-5000,M10,6,3251.7,MB,2026-09-12T12:23:26Z
rollup,xl-5000,M10,7,3047.1,MB,2026-09-12T12:23:26Z
rollup,xl-5000,M10,8,3214.3,MB,2026-09-12T12:23:26Z
rollup,xl-5000,M10,9,3072.2,MB,2026-09-12T12:23:26Z
rollup,xl-5000,M10,10,3066.0,MB,2026-09-12T12:23:26Z
