tool,size,metric,run,value,unit,timestamp
rspack,xl-5000,M10,1,2043.3,MB,2026-09-11T21:45:44Z
rspack,xl-5000,M10,2,2283.7,MB,2026-09-11T21:45:44Z
rspack,xl-5000,M10,3,2173.5,MB,2026-09-11T21:45:44Z
rspack,xl-5000,M10,4,1830.8,MB,2026-09-11T21:45:44Z
rspack,xl-5000,M10,5,2143.4,MB,2026-09-11T21:45:44Z
rspack,xl-5000,M10,6,2051.1,MB,2026-09-11T21:45:44Z
rspack,xl-5000,M10,7,2167.4,MB,2026-09-11T21:45:44Z
rspack,xl-5000,M10,8,1827.7,MB,2026-09-11T21:45:44Z
rspack,xl-5000,M10,9,1708.6,MB,2026-09-11T21:45:44Z
rspack,xl-5000,M10,10,2274.7,MB,2026-09-11T21:45:44Z
