tool,size,metric,run,value,unit,timestamp
vite,s-200,M11,1,2.68,seconds,2026-09-11T21:08:03Z
vite,s-200,M11,2,2.76,seconds,2026-09-11T21:08:03Z
vite,s-200,M11,3,2.66,seconds,2026-09-11T21:08:03Z
vite,s-200,M11,4,2.60,seconds,2026-09-11T21:08:03Z
vite,s-200,M11,5,2.58,seconds,2026-09-11T21:08:03Z
vite,s-200,M11,6,2.64,seconds,2026-09-11T21:08:03Z
vite,s-200,M11,7,2.52,seconds,2026-09-11T21:08:03Z
vite,s-200,M11,8,2.60,seconds,2026-09-11T21:08:03Z
vite,s-200,M11,9,2.60,seconds,2026-09-11T21:08:03Z
vite,s-200,M11,10,2.74,seconds,2026-09-11T21:08:03Z
