tool,size,metric,run,value,unit,timestamp
vite,xs-50,M3,1,294,ms,2026-09-11T21:11:13Z
vite,xs-50,M3,2,300,ms,2026-09-11T21:11:13Z
vite,xs-50,M3,3,354,ms,2026-09-11T21:11:13Z
vite,xs-50,M3,4,294,ms,2026-09-11T21:11:13Z
vite,xs-50,M3,5,292,ms,2026-09-11T21:11:13Z
vite,xs-50,M3,6,291,ms,2026-09-11T21:11:13Z
vite,xs-50,M3,7,295,ms,2026-09-11T21:11:13Z
vite,xs-50,M3,8,291,ms,2026-09-11T21:11:13Z
vite,xs-50,M3,9,341,ms,2026-09-11T21:11:13Z
vite,xs-50,M3,10,294,ms,2026-09-11T21:11:13Z
vite,xs-50,M3,11,293,ms,2026-09-11T21:11:13Z
vite,xs-50,M3,12,290,ms,2026-09-11T21:11:13Z
vite,xs-50,M3,13,292,ms,2026-09-11T21:11:13Z
vite,xs-50,M3,14,299,ms,2026-09-11T21:11:13Z
vite,xs-50,M3,15,291,ms,2026-09-11T21:11:13Z
vite,xs-50,M3,16,295,ms,2026-09-11T21:11:13Z
vite,xs-50,M3,17,298,ms,2026-09-11T21:11:13Z
vite,xs-50,M3,18,290,ms,2026-09-11T21:11:13Z
vite,xs-50,M3,19,288,ms,2026-09-11T21:11:13Z
vite,xs-50,M3,20,294,ms,2026-09-11T21:11:13Z
