tool,size,metric,run,value,unit,timestamp
rollup,m-500,M2,1,7800,ms,2026-09-12T07:55:09Z
rollup,m-500,M2,2,7984,ms,2026-09-12T07:55:09Z
rollup,m-500,M2,3,7641,ms,2026-09-12T07:55:09Z
rollup,m-500,M2,4,7514,ms,2026-09-12T07:55:09Z
rollup,m-500,M2,5,7898,ms,2026-09-12T07:55:09Z
rollup,m-500,M2,6,7698,ms,2026-09-12T07:55:09Z
rollup,m-500,M2,7,7807,ms,2026-09-12T07:55:09Z
rollup,m-500,M2,8,7636,ms,2026-09-12T07:55:09Z
rollup,m-500,M2,9,7558,ms,2026-09-12T07:55:09Z
rollup,m-500,M2,10,7607,ms,2026-09-12T07:55:09Z
