tool,size,metric,run,value,unit,timestamp
vite,m-500,M4,1,120,ms,2026-09-11T21:28:16Z
vite,m-500,M4,2,64,ms,2026-09-11T21:28:16Z
vite,m-500,M4,3,25,ms,2026-09-11T21:28:16Z
vite,m-500,M4,4,80,ms,2026-09-11T21:28:16Z
vite,m-500,M4,5,75,ms,2026-09-11T21:28:16Z
vite,m-500,M4,6,61,ms,2026-09-11T21:28:16Z
vite,m-500,M4,7,93,ms,2026-09-11T21:28:16Z
vite,m-500,M4,8,34,ms,2026-09-11T21:28:16Z
vite,m-500,M4,9,55,ms,2026-09-11T21:28:16Z
vite,m-500,M4,10,131,ms,2026-09-11T21:28:16Z
vite,m-500,M4,11,124,ms,2026-09-11T21:28:16Z
vite,m-500,M4,12,83,ms,2026-09-11T21:28:16Z
vite,m-500,M4,13,30,ms,2026-09-11T21:28:16Z
vite,m-500,M4,14,121,ms,2026-09-11T21:28:16Z
vite,m-500,M4,15,130,ms,2026-09-11T21:28:16Z
vite,m-500,M4,16,24,ms,2026-09-11T21:28:16Z
vite,m-500,M4,17,26,ms,2026-09-11T21:28:16Z
vite,m-500,M4,18,131,ms,2026-09-11T21:28:16Z
vite,m-500,M4,19,77,ms,2026-09-11T21:28:16Z
vite,m-500,M4,20,33,ms,2026-09-11T21:28:16Z
