tool,size,metric,run,value,unit,timestamp
webpack,xl-5000,M2,1,127828,ms,2026-09-12T04:05:28Z
webpack,xl-5000,M2,2,109900,ms,2026-09-12T04:05:28Z
webpack,xl-5000,M2,3,112432,ms,2026-09-12T04:05:28Z
webpack,xl-5000,M2,4,113798,ms,2026-09-12T04:05:28Z
webpack,xl-5000,M2,5,116040,ms,2026-09-12T04:05:28Z
webpack,xl-5000,M2,6,153078,ms,2026-09-12T04:05:28Z
webpack,xl-5000,M2,7,117644,ms,2026-09-12T04:05:28Z
webpack,xl-5000,M2,8,115182,ms,2026-09-12T04:05:28Z
webpack,xl-5000,M2,9,115703,ms,2026-09-12T04:05:28Z
webpack,xl-5000,M2,10,124199,ms,2026-09-12T04:05:28Z
