tool,size,metric,run,value,unit,timestamp
webpack,l-2000,M10,1,4197.4,MB,2026-09-12T05:59:16Z
webpack,l-2000,M10,2,4797.1,MB,2026-09-12T05:59:16Z
webpack,l-2000,M10,3,4745.2,MB,2026-09-12T05:59:16Z
webpack,l-2000,M10,4,4093.2,MB,2026-09-12T05:59:16Z
webpack,l-2000,M10,5,5169.8,MB,2026-09-12T05:59:16Z
webpack,l-2000,M10,6,4867.8,MB,2026-09-12T05:59:16Z
webpack,l-2000,M10,7,4550.2,MB,2026-09-12T05:59:16Z
webpack,l-2000,M10,8,4883.8,MB,2026-09-12T05:59:16Z
webpack,l-2000,M10,9,5005.9,MB,2026-09-12T05:59:16Z
webpack,l-2000,M10,10,5164.2,MB,2026-09-12T05:59:16Z
