tool,size,metric,run,value,unit,timestamp
vite,m-500,M1,1,1028,ms,2026-09-11T21:10:32Z
vite,m-500,M1,2,867,ms,2026-09-11T21:10:32Z
vite,m-500,M1,3,865,ms,2026-09-11T21:10:32Z
vite,m-500,M1,4,891,ms,2026-09-11T21:10:32Z
vite,m-500,M1,5,876,ms,2026-09-11T21:10:32Z
vite,m-500,M1,6,847,ms,2026-09-11T21:10:32Z
vite,m-500,M1,7,854,ms,2026-09-11T21:10:32Z
vite,m-500,M1,8,873,ms,2026-09-11T21:10:32Z
vite,m-500,M1,9,880,ms,2026-09-11T21:10:32Z
vite,m-500,M1,10,872,ms,2026-09-11T21:10:32Z
vite,m-500,M1,11,850,ms,2026-09-11T21:10:32Z
vite,m-500,M1,12,867,ms,2026-09-11T21:10:32Z
vite,m-500,M1,13,888,ms,2026-09-11T21:10:32Z
vite,m-500,M1,14,871,ms,2026-09-11T21:10:32Z
vite,m-500,M1,15,893,ms,2026-09-11T21:10:32Z
vite,m-500,M1,16,851,ms,2026-09-11T21:10:32Z
vite,m-500,M1,17,868,ms,2026-09-11T21:10:32Z
vite,m-500,M1,18,864,ms,2026-09-11T21:10:32Z
vite,m-500,M1,19,853,ms,2026-09-11T21:10:32Z
vite,m-500,M1,20,882,ms,2026-09-11T21:10:32Z
