tool,size,metric,run,value,unit,timestamp
esbuild,xs-50,M11,1,10.66,seconds,2026-09-12T00:13:30Z
esbuild,xs-50,M11,2,1.36,seconds,2026-09-12T00:13:30Z
esbuild,xs-50,M11,3,1.42,seconds,2026-09-12T00:13:30Z
esbuild,xs-50,M11,4,1.48,seconds,2026-09-12T00:13:30Z
esbuild,xs-50,M11,5,1.58,seconds,2026-09-12T00:13:30Z
esbuild,xs-50,M11,6,1.32,seconds,2026-09-12T00:13:30Z
esbuild,xs-50,M11,7,1.26,seconds,2026-09-12T00:13:30Z
esbuild,xs-50,M11,8,1.40,seconds,2026-09-12T00:13:30Z
esbuild,xs-50,M11,9,1.92,seconds,2026-09-12T00:13:30Z
esbuild,xs-50,M11,10,1.26,seconds,2026-09-12T00:13:30Z
