tool,size,metric,run,value,unit,timestamp
esbuild,xl-5000,M3,1,7632,ms,2026-09-14T08:43:43Z
esbuild,xl-5000,M3,2,6788,ms,2026-09-14T08:43:43Z
esbuild,xl-5000,M3,3,7089,ms,2026-09-14T08:43:43Z
esbuild,xl-5000,M3,4,7251,ms,2026-09-14T08:43:43Z
esbuild,xl-5000,M3,5,7243,ms,2026-09-14T08:43:43Z
esbuild,xl-5000,M3,6,6546,ms,2026-09-14T08:43:43Z
esbuild,xl-5000,M3,7,7196,ms,2026-09-14T08:43:43Z
esbuild,xl-5000,M3,8,6609,ms,2026-09-14T08:43:43Z
esbuild,xl-5000,M3,9,6218,ms,2026-09-14T08:43:43Z
esbuild,xl-5000,M3,10,6598,ms,2026-09-14T08:43:43Z
esbuild,xl-5000,M3,11,6237,ms,2026-09-14T08:43:43Z
esbuild,xl-5000,M3,12,7027,ms,2026-09-14T08:43:43Z
esbuild,xl-5000,M3,13,6500,ms,2026-09-14T08:43:43Z
esbuild,xl-5000,M3,14,6885,ms,2026-09-14T08:43:43Z
esbuild,xl-5000,M3,15,6718,ms,2026-09-14T08:43:43Z
esbuild,xl-5000,M3,16,6998,ms,2026-09-14T08:43:43Z
esbuild,xl-5000,M3,17,6689,ms,2026-09-14T08:43:43Z
esbuild,xl-5000,M3,18,6758,ms,2026-09-14T08:43:43Z
esbuild,xl-5000,M3,19,7096,ms,2026-09-14T08:43:43Z
esbuild,xl-5000,M3,20,7160,ms,2026-09-14T08:43:43Z
