tool,size,metric,run,value,unit,timestamp
rollup,m-500,M10,1,1079.0,MB,2026-09-12T10:43:50Z
rollup,m-500,M10,2,1097.0,MB,2026-09-12T10:43:50Z
rollup,m-500,M10,3,1001.0,MB,2026-09-12T10:43:50Z
rollup,m-500,M10,4,1104.0,MB,2026-09-12T10:43:50Z
rollup,m-500,M10,5,1048.7,MB,2026-09-12T10:43:50Z
rollup,m-500,M10,6,1114.8,MB,2026-09-12T10:43:50Z
rollup,m-500,M10,7,1049.1,MB,2026-09-12T10:43:50Z
rollup,m-500,M10,8,1100.1,MB,2026-09-12T10:43:50Z
rollup,m-500,M10,9,1046.0,MB,2026-09-12T10:43:50Z
rollup,m-500,M10,10,1108.6,MB,2026-09-12T10:43:50Z
