tool,size,metric,run,value,unit,timestamp
rspack,m-500,M10,1,523.6,MB,2026-09-11T21:44:17Z
rspack,m-500,M10,2,504.3,MB,2026-09-11T21:44:17Z
rspack,m-500,M10,3,517.7,MB,2026-09-11T21:44:17Z
rspack,m-500,M10,4,510.7,MB,2026-09-11T21:44:17Z
rspack,m-500,M10,5,508.0,MB,2026-09-11T21:44:17Z
rspack,m-500,M10,6,502.6,MB,2026-09-11T21:44:17Z
rspack,m-500,M10,7,506.2,MB,2026-09-11T21:44:17Z
rspack,m-500,M10,8,503.7,MB,2026-09-11T21:44:17Z
rspack,m-500,M10,9,503.9,MB,2026-09-11T21:44:17Z
rspack,m-500,M10,10,506.1,MB,2026-09-11T21:44:17Z
