tool,size,metric,run,value,unit,timestamp
webpack,xl-5000,M11,1,276.22,seconds,2026-09-12T06:36:10Z
webpack,xl-5000,M11,2,213.84,seconds,2026-09-12T06:36:10Z
webpack,xl-5000,M11,3,215.32,seconds,2026-09-12T06:36:10Z
webpack,xl-5000,M11,4,214.72,seconds,2026-09-12T06:36:10Z
webpack,xl-5000,M11,5,213.04,seconds,2026-09-12T06:36:10Z
webpack,xl-5000,M11,6,213.88,seconds,2026-09-12T06:36:10Z
webpack,xl-5000,M11,7,215.78,seconds,2026-09-12T06:36:10Z
webpack,xl-5000,M11,8,226.40,seconds,2026-09-12T06:36:10Z
webpack,xl-5000,M11,9,213.02,seconds,2026-09-12T06:36:10Z
webpack,xl-5000,M11,10,214.32,seconds,2026-09-12T06:36:10Z
