tool,size,metric,run,value,unit,timestamp
rspack,xl-5000,M2,1,23204,ms,2026-09-11T21:36:55Z
rspack,xl-5000,M2,2,15317,ms,2026-09-11T21:36:55Z
rspack,xl-5000,M2,3,13550,ms,2026-09-11T21:36:55Z
rspack,xl-5000,M2,4,12923,ms,2026-09-11T21:36:55Z
rspack,xl-5000,M2,5,13625,ms,2026-09-11T21:36:55Z
rspack,xl-5000,M2,6,13055,ms,2026-09-11T21:36:55Z
rspack,xl-5000,M2,7,13834,ms,2026-09-11T21:36:55Z
rspack,xl-5000,M2,8,13943,ms,2026-09-11T21:36:55Z
rspack,xl-5000,M2,9,14109,ms,2026-09-11T21:36:55Z
rspack,xl-5000,M2,10,13863,ms,2026-09-11T21:36:55Z
