tool,size,metric,run,value,unit,timestamp
esbuild,m-500,M10,1,122.9,MB,2026-09-12T00:08:41Z
esbuild,m-500,M10,2,124.4,MB,2026-09-12T00:08:41Z
esbuild,m-500,M10,3,124.9,MB,2026-09-12T00:08:41Z
esbuild,m-500,M10,4,113.9,MB,2026-09-12T00:08:41Z
esbuild,m-500,M10,5,124.2,MB,2026-09-12T00:08:41Z
esbuild,m-500,M10,6,125.1,MB,2026-09-12T00:08:41Z
esbuild,m-500,M10,7,124.0,MB,2026-09-12T00:08:41Z
esbuild,m-500,M10,8,125.3,MB,2026-09-12T00:08:41Z
esbuild,m-500,M10,9,124.7,MB,2026-09-12T00:08:41Z
esbuild,m-500,M10,10,124.0,MB,2026-09-12T00:08:41Z
