tool,size,metric,run,value,unit,timestamp
rspack,m-500,M2,1,5161,ms,2026-09-11T21:35:14Z
rspack,m-500,M2,2,2484,ms,2026-09-11T21:35:14Z
rspack,m-500,M2,3,2676,ms,2026-09-11T21:35:14Z
rspack,m-500,M2,4,2522,ms,2026-09-11T21:35:14Z
rspack,m-500,M2,5,3085,ms,2026-09-11T21:35:14Z
rspack,m-500,M2,6,2457,ms,2026-09-11T21:35:14Z
rspack,m-500,M2,7,2457,ms,2026-09-11T21:35:14Z
rspack,m-500,M2,8,2535,ms,2026-09-11T21:35:14Z
rspack,m-500,M2,9,2510,ms,2026-09-11T21:35:14Z
rspack,m-500,M2,10,2436,ms,2026-09-11T21:35:14Z
