tool,size,metric,run,value,unit,timestamp
rollup,xl-5000,M2,1,129520,ms,2026-09-12T08:00:40Z
rollup,xl-5000,M2,2,99134,ms,2026-09-12T08:00:40Z
rollup,xl-5000,M2,3,99056,ms,2026-09-12T08:00:40Z
rollup,xl-5000,M2,4,98931,ms,2026-09-12T08:00:40Z
rollup,xl-5000,M2,5,98221,ms,2026-09-12T08:00:40Z
rollup,xl-5000,M2,6,139441,ms,2026-09-12T08:00:40Z
rollup,xl-5000,M2,7,99015,ms,2026-09-12T08:00:40Z
rollup,xl-5000,M2,8,99919,ms,2026-09-12T08:00:40Z
rollup,xl-5000,M2,9,99283,ms,2026-09-12T08:00:40Z
rollup,xl-5000,M2,10,100330,ms,2026-09-12T08:00:40Z
