tool,size,metric,run,value,unit,timestamp
vite,xl-5000,M3,1,-1,ms,2026-09-14T08:55:08Z
vite,xl-5000,M3,2,27914,ms,2026-09-14T08:55:08Z
vite,xl-5000,M3,3,15483,ms,2026-09-14T08:55:08Z
vite,xl-5000,M3,4,12820,ms,2026-09-14T08:55:08Z
vite,xl-5000,M3,5,12737,ms,2026-09-14T08:55:08Z
vite,xl-5000,M3,6,14353,ms,2026-09-14T08:55:08Z
vite,xl-5000,M3,7,9972,ms,2026-09-14T08:55:08Z
vite,xl-5000,M3,8,10449,ms,2026-09-14T08:55:08Z
vite,xl-5000,M3,9,98565,ms,2026-09-14T08:55:08Z
vite,xl-5000,M3,10,12065,ms,2026-09-14T08:55:08Z
vite,xl-5000,M3,11,8211,ms,2026-09-14T08:55:08Z
vite,xl-5000,M3,12,13043,ms,2026-09-14T08:55:08Z
vite,xl-5000,M3,13,11532,ms,2026-09-14T08:55:08Z
vite,xl-5000,M3,14,10821,ms,2026-09-14T08:55:08Z
vite,xl-5000,M3,15,8689,ms,2026-09-14T08:55:08Z
vite,xl-5000,M3,16,9701,ms,2026-09-14T08:55:08Z
vite,xl-5000,M3,17,9912,ms,2026-09-14T08:55:08Z
vite,xl-5000,M3,18,13855,ms,2026-09-14T08:55:08Z
vite,xl-5000,M3,19,10745,ms,2026-09-14T08:55:08Z
vite,xl-5000,M3,20,14622,ms,2026-09-14T08:55:08Z
