tool,size,metric,run,value,unit,timestamp
rollup,s-200,M10,1,525.2,MB,2026-09-12T10:43:07Z
rollup,s-200,M10,2,569.7,MB,2026-09-12T10:43:07Z
rollup,s-200,M10,3,604.3,MB,2026-09-12T10:43:07Z
rollup,s-200,M10,4,612.9,MB,2026-09-12T10:43:07Z
rollup,s-200,M10,5,610.0,MB,2026-09-12T10:43:07Z
rollup,s-200,M10,6,607.4,MB,2026-09-12T10:43:07Z
rollup,s-200,M10,7,523.6,MB,2026-09-12T10:43:07Z
rollup,s-200,M10,8,599.9,MB,2026-09-12T10:43:07Z
rollup,s-200,M10,9,564.9,MB,2026-09-12T10:43:07Z
rollup,s-200,M10,10,612.7,MB,2026-09-12T10:43:07Z
