tool,size,metric,run,value,unit,timestamp
rspack,l-2000,M2,1,12687,ms,2026-09-11T21:35:44Z
rspack,l-2000,M2,2,7285,ms,2026-09-11T21:35:44Z
rspack,l-2000,M2,3,6227,ms,2026-09-11T21:35:44Z
rspack,l-2000,M2,4,6020,ms,2026-09-11T21:35:44Z
rspack,l-2000,M2,5,6097,ms,2026-09-11T21:35:44Z
rspack,l-2000,M2,6,6170,ms,2026-09-11T21:35:44Z
rspack,l-2000,M2,7,6252,ms,2026-09-11T21:35:44Z
rspack,l-2000,M2,8,6084,ms,2026-09-11T21:35:44Z
rspack,l-2000,M2,9,5996,ms,2026-09-11T21:35:44Z
rspack,l-2000,M2,10,6043,ms,2026-09-11T21:35:44Z
