tool,size,metric,run,value,unit,timestamp
rspack,xs-50,M3,1,58,ms,2026-09-11T23:05:31Z
rspack,xs-50,M3,2,52,ms,2026-09-11T23:05:31Z
rspack,xs-50,M3,3,31,ms,2026-09-11T23:05:31Z
rspack,xs-50,M3,4,185,ms,2026-09-11T23:05:31Z
rspack,xs-50,M3,5,283,ms,2026-09-11T23:05:31Z
rspack,xs-50,M3,6,212,ms,2026-09-11T23:05:31Z
rspack,xs-50,M3,7,204,ms,2026-09-11T23:05:31Z
rspack,xs-50,M3,8,162,ms,2026-09-11T23:05:31Z
rspack,xs-50,M3,9,202,ms,2026-09-11T23:05:31Z
rspack,xs-50,M3,10,203,ms,2026-09-11T23:05:31Z
rspack,xs-50,M3,11,189,ms,2026-09-11T23:05:31Z
rspack,xs-50,M3,12,54,ms,2026-09-11T23:05:31Z
rspack,xs-50,M3,13,236,ms,2026-09-11T23:05:31Z
rspack,xs-50,M3,14,355,ms,2026-09-11T23:05:31Z
rspack,xs-50,M3,15,320,ms,2026-09-11T23:05:31Z
rspack,xs-50,M3,16,179,ms,2026-09-11T23:05:31Z
rspack,xs-50,M3,17,186,ms,2026-09-11T23:05:31Z
rspack,xs-50,M3,18,33,ms,2026-09-11T23:05:31Z
rspack,xs-50,M3,19,174,ms,2026-09-11T23:05:31Z
rspack,xs-50,M3,20,200,ms,2026-09-11T23:05:31Z
