tool,size,metric,run,value,unit,timestamp
vite,xs-50,M1,1,1055,ms,2026-09-11T21:10:11Z
vite,xs-50,M1,2,854,ms,2026-09-11T21:10:11Z
vite,xs-50,M1,3,871,ms,2026-09-11T21:10:11Z
vite,xs-50,M1,4,867,ms,2026-09-11T21:10:11Z
vite,xs-50,M1,5,868,ms,2026-09-11T21:10:11Z
vite,xs-50,M1,6,881,ms,2026-09-11T21:10:11Z
vite,xs-50,M1,7,1043,ms,2026-09-11T21:10:11Z
vite,xs-50,M1,8,877,ms,2026-09-11T21:10:11Z
vite,xs-50,M1,9,881,ms,2026-09-11T21:10:11Z
vite,xs-50,M1,10,913,ms,2026-09-11T21:10:11Z
vite,xs-50,M1,11,846,ms,2026-09-11T21:10:11Z
vite,xs-50,M1,12,858,ms,2026-09-11T21:10:11Z
vite,xs-50,M1,13,861,ms,2026-09-11T21:10:11Z
vite,xs-50,M1,14,856,ms,2026-09-11T21:10:11Z
vite,xs-50,M1,15,861,ms,2026-09-11T21:10:11Z
vite,xs-50,M1,16,862,ms,2026-09-11T21:10:11Z
vite,xs-50,M1,17,938,ms,2026-09-11T21:10:11Z
vite,xs-50,M1,18,857,ms,2026-09-11T21:10:11Z
vite,xs-50,M1,19,855,ms,2026-09-11T21:10:11Z
vite,xs-50,M1,20,928,ms,2026-09-11T21:10:11Z
