tool,size,metric,run,value,unit,timestamp
esbuild,s-200,M10,1,147.6,MB,2026-09-12T00:08:31Z
esbuild,s-200,M10,2,134.9,MB,2026-09-12T00:08:31Z
esbuild,s-200,M10,3,140.0,MB,2026-09-12T00:08:31Z
esbuild,s-200,M10,4,139.2,MB,2026-09-12T00:08:31Z
esbuild,s-200,M10,5,142.0,MB,2026-09-12T00:08:31Z
esbuild,s-200,M10,6,141.0,MB,2026-09-12T00:08:31Z
esbuild,s-200,M10,7,143.3,MB,2026-09-12T00:08:31Z
esbuild,s-200,M10,8,135.1,MB,2026-09-12T00:08:31Z
esbuild,s-200,M10,9,140.2,MB,2026-09-12T00:08:31Z
esbuild,s-200,M10,10,141.1,MB,2026-09-12T00:08:31Z
