tool,size,metric,run,value,unit,timestamp
rollup,l-2000,M10,1,2077.4,MB,2026-09-12T11:17:24Z
rollup,l-2000,M10,2,2089.4,MB,2026-09-12T11:17:24Z
rollup,l-2000,M10,3,2067.6,MB,2026-09-12T11:17:24Z
rollup,l-2000,M10,4,2111.1,MB,2026-09-12T11:17:24Z
rollup,l-2000,M10,5,2077.1,MB,2026-09-12T11:17:24Z
rollup,l-2000,M10,6,2068.3,MB,2026-09-12T11:17:24Z
rollup,l-2000,M10,7,2074.1,MB,2026-09-12T11:17:24Z
rollup,l-2000,M10,8,2074.9,MB,2026-09-12T11:17:24Z
rollup,l-2000,M10,9,2078.9,MB,2026-09-12T11:17:24Z
rollup,l-2000,M10,10,2067.7,MB,2026-09-12T11:17:24Z
