tool,size,metric,run,value,unit,timestamp
rspack,l-2000,M11,1,11.92,seconds,2026-09-11T21:48:56Z
rspack,l-2000,M11,2,11.72,seconds,2026-09-11T21:48:56Z
rspack,l-2000,M11,3,11.74,seconds,2026-09-11T21:48:56Z
rspack,l-2000,M11,4,11.56,seconds,2026-09-11T21:48:56Z
rspack,l-2000,M11,5,11.72,seconds,2026-09-11T21:48:56Z
rspack,l-2000,M11,6,11.56,seconds,2026-09-11T21:48:56Z
rspack,l-2000,M11,7,12.00,seconds,2026-09-11T21:48:56Z
rspack,l-2000,M11,8,11.40,seconds,2026-09-11T21:48:56Z
rspack,l-2000,M11,9,11.28,seconds,2026-09-11T21:48:56Z
rspack,l-2000,M11,10,11.26,seconds,2026-09-11T21:48:56Z
