tool,size,metric,run,value,unit,timestamp
rspack,xs-50,M10,1,187.7,MB,2026-09-11T21:43:47Z
rspack,xs-50,M10,2,192.2,MB,2026-09-11T21:43:47Z
rspack,xs-50,M10,3,188.7,MB,2026-09-11T21:43:47Z
rspack,xs-50,M10,4,189.7,MB,2026-09-11T21:43:47Z
rspack,xs-50,M10,5,195.8,MB,2026-09-11T21:43:47Z
rspack,xs-50,M10,6,194.2,MB,2026-09-11T21:43:47Z
rspack,xs-50,M10,7,194.5,MB,2026-09-11T21:43:47Z
rspack,xs-50,M10,8,191.7,MB,2026-09-11T21:43:47Z
rspack,xs-50,M10,9,195.6,MB,2026-09-11T21:43:47Z
rspack,xs-50,M10,10,193.1,MB,2026-09-11T21:43:47Z
