tool,size,metric,run,value,unit,timestamp
rspack,s-200,M2,1,3450,ms,2026-09-11T21:34:54Z
rspack,s-200,M2,2,2085,ms,2026-09-11T21:34:54Z
rspack,s-200,M2,3,1475,ms,2026-09-11T21:34:54Z
rspack,s-200,M2,4,1527,ms,2026-09-11T21:34:54Z
rspack,s-200,M2,5,1470,ms,2026-09-11T21:34:54Z
rspack,s-200,M2,6,1451,ms,2026-09-11T21:34:54Z
rspack,s-200,M2,7,1574,ms,2026-09-11T21:34:54Z
rspack,s-200,M2,8,1509,ms,2026-09-11T21:34:54Z
rspack,s-200,M2,9,1482,ms,2026-09-11T21:34:54Z
rspack,s-200,M2,10,1595,ms,2026-09-11T21:34:54Z
