tool,size,metric,run,value,unit,timestamp
rollup,s-200,M2,1,11637,ms,2026-09-12T07:49:34Z
rollup,s-200,M2,2,4839,ms,2026-09-12T07:49:34Z
rollup,s-200,M2,3,4615,ms,2026-09-12T07:49:34Z
rollup,s-200,M2,4,4533,ms,2026-09-12T07:49:34Z
rollup,s-200,M2,5,4481,ms,2026-09-12T07:49:34Z
rollup,s-200,M2,6,4490,ms,2026-09-12T07:49:34Z
rollup,s-200,M2,7,4463,ms,2026-09-12T07:49:34Z
rollup,s-200,M2,8,4383,ms,2026-09-12T07:49:34Z
rollup,s-200,M2,9,4662,ms,2026-09-12T07:49:34Z
rollup,s-200,M2,10,4520,ms,2026-09-12T07:49:34Z
rollup,s-200,M2,1,4023,ms,2026-09-12T07:54:28Z
rollup,s-200,M2,2,3871,ms,2026-09-12T07:54:28Z
rollup,s-200,M2,3,3853,ms,2026-09-12T07:54:28Z
rollup,s-200,M2,4,3925,ms,2026-09-12T07:54:28Z
rollup,s-200,M2,5,3831,ms,2026-09-12T07:54:28Z
rollup,s-200,M2,6,3845,ms,2026-09-12T07:54:28Z
rollup,s-200,M2,7,3953,ms,2026-09-12T07:54:28Z
rollup,s-200,M2,8,3866,ms,2026-09-12T07:54:28Z
rollup,s-200,M2,9,3836,ms,2026-09-12T07:54:28Z
rollup,s-200,M2,10,3822,ms,2026-09-12T07:54:28Z
