tool,size,metric,run,value,unit,timestamp
esbuild,xs-50,M10,1,103.1,MB,2026-09-12T00:08:24Z
esbuild,xs-50,M10,2,102.7,MB,2026-09-12T00:08:24Z
esbuild,xs-50,M10,3,101.3,MB,2026-09-12T00:08:24Z
esbuild,xs-50,M10,4,100.0,MB,2026-09-12T00:08:24Z
esbuild,xs-50,M10,5,99.6,MB,2026-09-12T00:08:24Z
esbuild,xs-50,M10,6,96.0,MB,2026-09-12T00:08:24Z
esbuild,xs-50,M10,7,100.9,MB,2026-09-12T00:08:24Z
esbuild,xs-50,M10,8,98.1,MB,2026-09-12T00:08:24Z
esbuild,xs-50,M10,9,99.6,MB,2026-09-12T00:08:24Z
esbuild,xs-50,M10,10,101.3,MB,2026-09-12T00:08:24Z
