tool,size,metric,run,value,unit,timestamp
webpack,xl-5000,M1,1,21464,ms,2026-09-12T06:57:19Z
webpack,xl-5000,M1,2,20780,ms,2026-09-12T06:57:19Z
webpack,xl-5000,M1,3,18985,ms,2026-09-12T06:57:19Z
webpack,xl-5000,M1,4,18897,ms,2026-09-12T06:57:19Z
webpack,xl-5000,M1,5,18829,ms,2026-09-12T06:57:19Z
webpack,xl-5000,M1,6,18885,ms,2026-09-12T06:57:19Z
webpack,xl-5000,M1,7,18772,ms,2026-09-12T06:57:19Z
webpack,xl-5000,M1,8,18737,ms,2026-09-12T06:57:19Z
webpack,xl-5000,M1,9,19536,ms,2026-09-12T06:57:19Z
webpack,xl-5000,M1,10,19098,ms,2026-09-12T06:57:19Z
webpack,xl-5000,M1,11,19029,ms,2026-09-12T06:57:19Z
webpack,xl-5000,M1,12,19191,ms,2026-09-12T06:57:19Z
webpack,xl-5000,M1,13,18911,ms,2026-09-12T06:57:19Z
webpack,xl-5000,M1,14,18944,ms,2026-09-12T06:57:19Z
webpack,xl-5000,M1,15,18748,ms,2026-09-12T06:57:19Z
webpack,xl-5000,M1,16,18993,ms,2026-09-12T06:57:19Z
webpack,xl-5000,M1,17,18938,ms,2026-09-12T06:57:19Z
webpack,xl-5000,M1,18,18860,ms,2026-09-12T06:57:19Z
webpack,xl-5000,M1,19,18790,ms,2026-09-12T06:57:19Z
webpack,xl-5000,M1,20,18871,ms,2026-09-12T06:57:19Z
