tool,size,metric,run,value,unit,timestamp
esbuild,xs-50,M2,1,3085,ms,2026-09-11T23:57:53Z
esbuild,xs-50,M2,2,422,ms,2026-09-11T23:57:53Z
esbuild,xs-50,M2,3,525,ms,2026-09-11T23:57:53Z
esbuild,xs-50,M2,4,435,ms,2026-09-11T23:57:53Z
esbuild,xs-50,M2,5,388,ms,2026-09-11T23:57:53Z
esbuild,xs-50,M2,6,382,ms,2026-09-11T23:57:53Z
esbuild,xs-50,M2,7,389,ms,2026-09-11T23:57:53Z
esbuild,xs-50,M2,8,400,ms,2026-09-11T23:57:53Z
esbuild,xs-50,M2,9,398,ms,2026-09-11T23:57:53Z
esbuild,xs-50,M2,10,396,ms,2026-09-11T23:57:53Z
