tool,size,metric,run,value,unit,timestamp
rspack,s-200,M10,1,282.8,MB,2026-09-11T21:44:00Z
rspack,s-200,M10,2,280.2,MB,2026-09-11T21:44:00Z
rspack,s-200,M10,3,275.9,MB,2026-09-11T21:44:00Z
rspack,s-200,M10,4,279.4,MB,2026-09-11T21:44:00Z
rspack,s-200,M10,5,278.9,MB,2026-09-11T21:44:00Z
rspack,s-200,M10,6,278.9,MB,2026-09-11T21:44:00Z
rspack,s-200,M10,7,284.4,MB,2026-09-11T21:44:00Z
rspack,s-200,M10,8,278.3,MB,2026-09-11T21:44:00Z
rspack,s-200,M10,9,275.9,MB,2026-09-11T21:44:00Z
rspack,s-200,M10,10,275.6,MB,2026-09-11T21:44:00Z
