tool,size,metric,run,value,unit,timestamp
webpack,m-500,M11,1,57.46,seconds,2026-09-12T06:27:16Z
webpack,m-500,M11,2,20.88,seconds,2026-09-12T06:27:16Z
webpack,m-500,M11,3,20.50,seconds,2026-09-12T06:27:16Z
webpack,m-500,M11,4,20.84,seconds,2026-09-12T06:27:16Z
webpack,m-500,M11,5,20.48,seconds,2026-09-12T06:27:16Z
webpack,m-500,M11,6,20.68,seconds,2026-09-12T06:27:16Z
webpack,m-500,M11,7,21.00,seconds,2026-09-12T06:27:16Z
webpack,m-500,M11,8,21.08,seconds,2026-09-12T06:27:16Z
webpack,m-500,M11,9,20.90,seconds,2026-09-12T06:27:16Z
webpack,m-500,M11,10,20.94,seconds,2026-09-12T06:27:16Z
