tool,size,metric,run,value,unit,timestamp
webpack,s-200,M10,1,846.3,MB,2026-09-12T05:56:21Z
webpack,s-200,M10,2,895.8,MB,2026-09-12T05:56:21Z
webpack,s-200,M10,3,897.1,MB,2026-09-12T05:56:21Z
webpack,s-200,M10,4,927.0,MB,2026-09-12T05:56:21Z
webpack,s-200,M10,5,933.0,MB,2026-09-12T05:56:21Z
webpack,s-200,M10,6,913.6,MB,2026-09-12T05:56:21Z
webpack,s-200,M10,7,847.9,MB,2026-09-12T05:56:21Z
webpack,s-200,M10,8,889.5,MB,2026-09-12T05:56:21Z
webpack,s-200,M10,9,840.0,MB,2026-09-12T05:56:21Z
webpack,s-200,M10,10,929.8,MB,2026-09-12T05:56:21Z
