tool,size,metric,run,value,unit,timestamp
rspack,bp-react,M2,1,8980,ms,2026-09-15T08:34:47Z
rspack,bp-react,M2,2,12580,ms,2026-09-15T08:34:47Z
rspack,bp-react,M2,3,2090,ms,2026-09-15T08:34:47Z
rspack,bp-react,M2,4,1830,ms,2026-09-15T08:34:47Z
rspack,bp-react,M2,5,1890,ms,2026-09-15T08:34:47Z
rspack,bp-react,M2,6,1940,ms,2026-09-15T08:34:47Z
rspack,bp-react,M2,7,1990,ms,2026-09-15T08:34:47Z
rspack,bp-react,M2,8,1900,ms,2026-09-15T08:34:47Z
rspack,bp-react,M2,9,1630,ms,2026-09-15T08:34:47Z
rspack,bp-react,M2,10,1690,ms,2026-09-15T08:34:47Z
