tool,size,metric,run,value,unit,timestamp,session
rspack,xl-5000,M3,1,358,ms,2026-09-15T03:53:31Z,1
rspack,xl-5000,M3,2,357,ms,2026-09-15T03:53:31Z,1
rspack,xl-5000,M3,3,362,ms,2026-09-15T03:53:31Z,1
rspack,xl-5000,M3,4,329,ms,2026-09-15T03:53:31Z,1
rspack,xl-5000,M3,5,370,ms,2026-09-15T03:53:31Z,2
rspack,xl-5000,M3,6,344,ms,2026-09-15T03:53:31Z,2
rspack,xl-5000,M3,7,345,ms,2026-09-15T03:53:31Z,2
rspack,xl-5000,M3,8,343,ms,2026-09-15T03:53:31Z,2
rspack,xl-5000,M3,9,398,ms,2026-09-15T03:53:31Z,3
rspack,xl-5000,M3,10,358,ms,2026-09-15T03:53:31Z,3
rspack,xl-5000,M3,11,345,ms,2026-09-15T03:53:31Z,3
rspack,xl-5000,M3,12,338,ms,2026-09-15T03:53:31Z,3
rspack,xl-5000,M3,13,392,ms,2026-09-15T06:03:55Z,4
rspack,xl-5000,M3,14,354,ms,2026-09-15T06:03:55Z,4
rspack,xl-5000,M3,15,306,ms,2026-09-15T06:03:55Z,4
rspack,xl-5000,M3,16,359,ms,2026-09-15T06:03:55Z,4
rspack,xl-5000,M3,17,367,ms,2026-09-15T06:03:55Z,5
rspack,xl-5000,M3,18,331,ms,2026-09-15T06:03:55Z,5
rspack,xl-5000,M3,19,298,ms,2026-09-15T06:03:55Z,5
rspack,xl-5000,M3,20,338,ms,2026-09-15T06:03:55Z,5
