tool,size,metric,run,value,unit,timestamp
vite,xs-50,M11,1,1.12,seconds,2026-09-15T08:34:47Z
vite,xs-50,M11,2,0.98,seconds,2026-09-15T08:34:47Z
vite,xs-50,M11,3,0.94,seconds,2026-09-15T08:34:47Z
vite,xs-50,M11,4,0.99,seconds,2026-09-15T08:34:47Z
vite,xs-50,M11,5,0.98,seconds,2026-09-15T08:34:47Z
vite,xs-50,M11,6,0.98,seconds,2026-09-15T08:34:47Z
vite,xs-50,M11,7,1,seconds,2026-09-15T08:34:47Z
vite,xs-50,M11,8,0.95,seconds,2026-09-15T08:34:47Z
vite,xs-50,M11,9,0.95,seconds,2026-09-15T08:34:47Z
vite,xs-50,M11,10,0.94,seconds,2026-09-15T08:34:47Z
