tool,size,metric,run,value,unit,timestamp
rspack,l-2000,M10,1,1150.58,MiB,2026-09-15T08:34:47Z
rspack,l-2000,M10,2,1168.77,MiB,2026-09-15T08:34:47Z
rspack,l-2000,M10,3,1120.77,MiB,2026-09-15T08:34:47Z
rspack,l-2000,M10,4,1134.88,MiB,2026-09-15T08:34:47Z
rspack,l-2000,M10,5,1129.77,MiB,2026-09-15T08:34:47Z
rspack,l-2000,M10,6,1118.02,MiB,2026-09-15T08:34:47Z
rspack,l-2000,M10,7,1122.14,MiB,2026-09-15T08:34:47Z
rspack,l-2000,M10,8,1118.66,MiB,2026-09-15T08:34:47Z
rspack,l-2000,M10,9,1135.19,MiB,2026-09-15T08:34:47Z
rspack,l-2000,M10,10,1129.8,MiB,2026-09-15T08:34:47Z
