tool,size,metric,run,value,unit,timestamp
rollup,xl-5000,M11,1,125.46,seconds,2026-09-15T08:34:47Z
rollup,xl-5000,M11,2,156.94,seconds,2026-09-15T08:34:47Z
rollup,xl-5000,M11,3,150.6,seconds,2026-09-15T08:34:47Z
rollup,xl-5000,M11,4,151.04,seconds,2026-09-15T08:34:47Z
rollup,xl-5000,M11,5,155.29,seconds,2026-09-15T08:34:47Z
rollup,xl-5000,M11,6,148.7,seconds,2026-09-15T08:34:47Z
rollup,xl-5000,M11,7,145.03,seconds,2026-09-15T08:34:47Z
rollup,xl-5000,M11,8,150.23,seconds,2026-09-15T08:34:47Z
rollup,xl-5000,M11,9,146.14,seconds,2026-09-15T08:34:47Z
rollup,xl-5000,M11,10,149.24,seconds,2026-09-15T08:34:47Z
