tool,size,metric,run,value,unit,timestamp
rspack,m-500,M11,1,3.7,seconds,2026-09-15T08:34:47Z
rspack,m-500,M11,2,3.61,seconds,2026-09-15T08:34:47Z
rspack,m-500,M11,3,3.65,seconds,2026-09-15T08:34:47Z
rspack,m-500,M11,4,3.67,seconds,2026-09-15T08:34:47Z
rspack,m-500,M11,5,3.64,seconds,2026-09-15T08:34:47Z
rspack,m-500,M11,6,3.6,seconds,2026-09-15T08:34:47Z
rspack,m-500,M11,7,3.57,seconds,2026-09-15T08:34:47Z
rspack,m-500,M11,8,3.55,seconds,2026-09-15T08:34:47Z
rspack,m-500,M11,9,3.58,seconds,2026-09-15T08:34:47Z
rspack,m-500,M11,10,3.48,seconds,2026-09-15T08:34:47Z
