tool,size,metric,run,value,unit,timestamp
rspack,xl-5000,M2,1,14740,ms,2026-09-15T08:34:47Z
rspack,xl-5000,M2,2,14560,ms,2026-09-15T08:34:47Z
rspack,xl-5000,M2,3,14940,ms,2026-09-15T08:34:47Z
rspack,xl-5000,M2,4,14340,ms,2026-09-15T08:34:47Z
rspack,xl-5000,M2,5,14720,ms,2026-09-15T08:34:47Z
rspack,xl-5000,M2,6,12580,ms,2026-09-15T08:34:47Z
rspack,xl-5000,M2,7,15100,ms,2026-09-15T08:34:47Z
rspack,xl-5000,M2,8,14550,ms,2026-09-15T08:34:47Z
rspack,xl-5000,M2,9,14610,ms,2026-09-15T08:34:47Z
rspack,xl-5000,M2,10,12640,ms,2026-09-15T08:34:47Z
