tool,size,metric,run,value,unit,timestamp
rollup,l-2000,M10,1,2111.13,MiB,2026-09-15T08:34:47Z
rollup,l-2000,M10,2,2127.33,MiB,2026-09-15T08:34:47Z
rollup,l-2000,M10,3,2075.69,MiB,2026-09-15T08:34:47Z
rollup,l-2000,M10,4,2067.63,MiB,2026-09-15T08:34:47Z
rollup,l-2000,M10,5,2065.2,MiB,2026-09-15T08:34:47Z
rollup,l-2000,M10,6,2064.94,MiB,2026-09-15T08:34:47Z
rollup,l-2000,M10,7,2095.92,MiB,2026-09-15T08:34:47Z
rollup,l-2000,M10,8,2336.63,MiB,2026-09-15T08:34:47Z
rollup,l-2000,M10,9,2061.72,MiB,2026-09-15T08:34:47Z
rollup,l-2000,M10,10,2306.09,MiB,2026-09-15T08:34:47Z
