tool,size,metric,run,value,unit,timestamp
vite,xl-5000,M10,1,1683.33,MiB,2026-09-15T08:34:47Z
vite,xl-5000,M10,2,1632.11,MiB,2026-09-15T08:34:47Z
vite,xl-5000,M10,3,1686.36,MiB,2026-09-15T08:34:47Z
vite,xl-5000,M10,4,1651.55,MiB,2026-09-15T08:34:47Z
vite,xl-5000,M10,5,1695.14,MiB,2026-09-15T08:34:47Z
vite,xl-5000,M10,6,1674.61,MiB,2026-09-15T08:34:47Z
vite,xl-5000,M10,7,1664.13,MiB,2026-09-15T08:34:47Z
vite,xl-5000,M10,8,1702.05,MiB,2026-09-15T08:34:47Z
vite,xl-5000,M10,9,1689.39,MiB,2026-09-15T08:34:47Z
vite,xl-5000,M10,10,1662.38,MiB,2026-09-15T08:34:47Z
