tool,size,metric,run,value,unit,timestamp
vite,l-2000,M10,1,947.61,MiB,2026-09-15T08:34:47Z
vite,l-2000,M10,2,937.86,MiB,2026-09-15T08:34:47Z
vite,l-2000,M10,3,937.13,MiB,2026-09-15T08:34:47Z
vite,l-2000,M10,4,937.03,MiB,2026-09-15T08:34:47Z
vite,l-2000,M10,5,914.72,MiB,2026-09-15T08:34:47Z
vite,l-2000,M10,6,911.5,MiB,2026-09-15T08:34:47Z
vite,l-2000,M10,7,934.59,MiB,2026-09-15T08:34:47Z
vite,l-2000,M10,8,944.13,MiB,2026-09-15T08:34:47Z
vite,l-2000,M10,9,936.05,MiB,2026-09-15T08:34:47Z
vite,l-2000,M10,10,939.81,MiB,2026-09-15T08:34:47Z
